size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
m,portion_of_3_7,0.2,4,late,2,10,7,7,7/7,1.0,607,1144,310.1739,917.1739,5.2897774170851335,0.0
m,portion_of_3_7,0.2,5,early,2,10,7,5,5/7,0.71,541,960,241.496,782.496,35.422902834019624,-14.5712
m,portion_of_3_7,0.2,5,middle,2,10,7,7,7/7,1.0,628,1318,296.3003,924.3003,5.696218541939743,-35.655
m,portion_of_3_7,0.2,5,late,2,10,7,7,7/7,1.0,591,1390,399.27810000000005,990.2781,5.336169249960221,0.0
m,portion_of_3_7,0.2,6,early,2,7,5,3,3/5,0.6,431,554,118.499,549.499,18.8911990839988,0.0
m,portion_of_3_7,0.2,6,middle,2,7,5,5,5/5,1.0,517,955,226.3133,743.3133,4.127809166908264,0.9511
m,portion_of_3_7,0.2,6,late,2,7,5,3,3/5,0.6,441,373,111.6969,552.6969,18.12186895799823,4.7555
m,portion_of_3_7,0.2,7,early,2,10,7,1,1/7,0.14,288,150,142.56,430.56,14.905883625033312,1.9008
m,portion_of_3_7,0.2,7,middle,2,10,7,3,3/7,0.43,480,424,208.3914,688.3914,17.734291833010502,20.9088
m,portion_of_3_7,0.2,7,late,2,10,7,6,6/7,0.86,534,483,232.9633,766.9633,24.98980495799333,11.4048
m,portion_of_3_7,0.2,8,early,2,8,6,6,6/6,1.0,327,756,259.0933,586.0933,3.1883177920244634,-30.548499999999997
m,portion_of_3_7,0.2,8,middle,2,8,6,6,6/6,1.0,360,553,208.4386,568.4386,3.0756619999883696,0.0
m,portion_of_3_7,0.2,8,late,2,8,6,6,6/6,1.0,360,464,184.38530000000003,544.3853,3.058867167099379,0.0
m,portion_of_3_7,0.2,9,early,2,9,6,6,6/6,1.0,573,1499,438.5977,1011.5977,4.795970125007443,-47.0668
m,portion_of_3_7,0.2,9,middle,2,9,6,6,6/6,1.0,568,1138,385.647,953.647,4.667896791943349,0.0
m,portion_of_3_7,0.2,9,late,2,9,6,6,6/6,1.0,537,868,309.9692,846.9692,4.36975945904851,0.0
m,portion_of_3_7,0.2,10,early,2,8,6,6,6/6,1.0,258,420,108.94,366.94,2.5306314579211175,-6.265600000000001
m,portion_of_3_7,0.2,10,middle,2,8,6,6,6/6,1.0,283,345,56.5141,339.5141,2.680604541907087,-18.9354
m,portion_of_3_7,0.2,10,late,2,8,6,6,6/6,1.0,327,474,83.4508,410.4508,3.1976256670895964,0.0
m,portion_of_3_7,0.2,11,early,2,10,7,2,2/7,0.29,314,198,58.7309,372.7309,17.468032749951817,0.0
m,portion_of_3_7,0.2,11,middle,2,10,7,7,7/7,1.0,661,1426,234.6894,895.6894,5.884080499992706,0.0
m,portion_of_3_7,0.2,11,late,2,10,7,7,7/7,1.0,728,1575,266.4353,994.4353,5.9115542500512674,0.0
m,portion_of_3_7,0.2,12,early,2,7,5,0,0/5,0.0,159,24,22.5468,181.5468,5.503399583045393,0.0
m,portion_of_3_7,0.2,12,middle,2,7,5,5,5/5,1.0,260,177,37.8363,297.8363,2.482928415993229,-16.9398
m,portion_of_3_7,0.2,12,late,2,7,5,5,5/5,1.0,330,232,68.3426,398.3426,3.005630249972455,0.0
m,portion_of_3_7,0.2,13,early,2,9,6,5,5/6,0.83,416,731,309.4572,725.4572000000001,10.209873457904903,-3.2064999999999912
m,portion_of_3_7,0.2,13,middle,2,9,6,6,6/6,1.0,418,653,292.78990000000005,710.7899,3.7976442920044065,0.0
m,portion_of_3_7,0.2,13,late,2,9,6,6,6/6,1.0,418,666,284.2758,702.2758,3.701054750010371,0.0
m,portion_of_3_7,0.2,14,early,2,9,6,6,6/6,1.0,621,1235,195.5222,816.5222,5.322752916952595,-106.72730000000001
m,portion_of_3_7,0.2,14,middle,2,9,6,6,6/6,1.0,673,1334,301.56579999999997,974.5658,5.805165332974866,-0.7571000000000012
m,portion_of_3_7,0.2,14,late,2,9,6,6,6/6,1.0,734,1313,288.57169999999996,1022.5717,5.805037291022018,0.0
m,portion_of_3_7,0.2,15,early,2,7,5,2,2/5,0.4,170,95,25.2205,195.2205,6.152964000008069,0.0
m,portion_of_3_7,0.2,15,middle,2,7,5,5,5/5,1.0,341,280,74.4089,415.4089,2.936924292007461,0.0
m,portion_of_3_7,0.2,15,late,2,7,5,5,5/5,1.0,348,284,64.9275,412.9275,2.9808342079631984,0.0
m,portion_of_3_7,0.2,16,early,2,7,5,0,0/5,0.0,153,26,23.2258,176.2258,5.474220957956277,0.0
m,portion_of_3_7,0.2,16,middle,2,7,5,1,1/5,0.2,271,42,24.4786,295.47860000000003,15.177679584012369,0.0
m,portion_of_3_7,0.2,16,late,2,7,5,5,5/5,1.0,485,561,88.3553,573.3552999999999,3.701048165909014,0.0
m,portion_of_3_7,0.2,17,early,2,10,7,7,7/7,1.0,589,1993,589.4096,1178.4096,5.870172083959915,-67.7738
m,portion_of_3_7,0.2,17,middle,2,10,7,7,7/7,1.0,566,1497,463.9833,1029.9833,5.377437415998429,-64.1046
m,portion_of_3_7,0.2,17,late,2,10,7,7,7/7,1.0,545,1075,339.57370000000003,884.5737,5.171841250034049,-4.6605
m,portion_of_3_7,0.2,18,early,2,8,6,6,6/6,1.0,361,720,179.0739,540.0739,3.29865333402995,-23.0076
m,portion_of_3_7,0.2,18,middle,2,8,6,6,6/6,1.0,379,569,123.3457,502.3457,3.2035209169844165,0.0
m,portion_of_3_7,0.2,18,late,2,8,6,6,6/6,1.0,389,667,173.56590000000003,562.5659,3.239917790982872,0.0
m,portion_of_3_7,0.2,19,early,2,8,6,1,1/6,0.17,195,40,8.6,203.6,7.61729108390864,0.0
m,portion_of_3_7,0.2,19,middle,2,8,6,3,3/6,0.5,375,232,54.4418,429.4418,23.61434395809192,0.0
m,portion_of_3_7,0.2,19,late,2,8,6,6,6/6,1.0,514,757,219.1859,733.1859,4.018725915928371,0.0
m,portion_of_3_7,0.2,20,early,2,8,6,0,0/6,0.0,138,19,17.267200000000003,155.2672,7.69943766691722,0.0
m,portion_of_3_7,0.2,20,middle,2,8,6,5,5/6,0.83,441,499,93.9879,534.9879,9.47465154202655,0.0
m,portion_of_3_7,0.2,20,late,2,8,6,6,6/6,1.0,503,718,146.6159,649.6159,3.984660208108835,0.0
m,portion_of_3_7,0.5,1,early,2,9,6,6,6/6,1.0,405,821,219.57370000000003,624.5737,3.719507333007641,-68.16269999999999
m,portion_of_3_7,0.5,1,middle,2,9,6,6,6/6,1.0,454,1133,333.8282,787.8281999999999,4.20819554105401,-24.157
m,portion_of_3_7,0.5,1,late,2,9,6,6,6/6,1.0,443,786,256.5804,699.5804,3.7252078750170767,0.0
m,portion_of_3_7,0.5,2,early,2,10,7,0,0/7,0.0,228,113,99.0335,327.0335,11.908954708022064,0.0
m,portion_of_3_7,0.5,2,middle,2,10,7,7,7/7,1.0,753,2050,563.7482,1316.7482,6.911429999978282,-5.1234
m,portion_of_3_7,0.5,2,late,2,10,7,7,7/7,1.0,749,1708,546.8148000000001,1295.8148,6.426695749978535,48.6723
m,portion_of_3_7,0.5,3,early,2,8,6,3,3/6,0.5,237,121,11.0528,248.0528,12.656213416950775,0.0
m,portion_of_3_7,0.5,3,middle,2,8,6,6,6/6,1.0,420,627,146.1329,566.1329000000001,3.5583547500427812,0.0
m,portion_of_3_7,0.5,3,late,2,8,6,6,6/6,1.0,446,638,149.8059,595.8059000000001,3.6048548750113696,0.0
m,portion_of_3_7,0.5,4,early,2,10,7,2,2/7,0.29,338,379,146.2494,484.2494,31.173310125013813,23.3925
m,portion_of_3_7,0.5,4,middle,2,10,7,5,5/7,0.71,516,920,253.51,769.51,35.81205645902082,39.2994
m,portion_of_3_7,0.5,4,late,2,10,7,7,7/7,1.0,607,1144,310.1739,917.1739,5.261172457947396,0.0
m,portion_of_3_7,0.5,5,early,2,10,7,6,6/7,0.86,574,1210,343.37930000000006,917.3793,14.993528124992736,35.41860000000001
m,portion_of_3_7,0.5,5,middle,2,10,7,7,7/7,1.0,628,1318,296.3003,924.3003,5.8207977920537814,-35.655
