size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
s,portion_of_3_7,0.5,9,late,2,5,3,2,2/3,0.67,245,86,47.427499999999995,292.4275,6.484620833012741,0.0
s,portion_of_3_7,0.5,10,early,2,4,3,3,3/3,1.0,235,183,32.7179,267.7179,1.7282132499967702,0.0
s,portion_of_3_7,0.5,10,middle,2,4,3,3,3/3,1.0,235,143,26.1991,261.1991,1.723202583991224,0.0
s,portion_of_3_7,0.5,10,late,2,4,3,3,3/3,1.0,268,153,27.8178,295.8178,1.889090083015617,0.0
s,portion_of_3_7,0.5,11,early,2,4,3,3,3/3,1.0,207,207,28.1609,235.1609,1.835494208993623,0.0
s,portion_of_3_7,0.5,11,middle,2,4,3,3,3/3,1.0,235,79,12.7911,247.7911,1.8064864999905696,0.0
s,portion_of_3_7,0.5,11,late,2,4,3,3,3/3,1.0,252,51,8.3079,260.3079,1.9174519579974003,0.0
s,portion_of_3_7,0.5,12,early,2,5,3,3,3/3,1.0,276,207,55.4675,331.4675,2.163240666995989,-10.506799999999998
s,portion_of_3_7,0.5,12,middle,2,5,3,3,3/3,1.0,284,195,72.7474,356.74739999999997,2.194311957980972,4.694
s,portion_of_3_7,0.5,12,late,2,5,3,3,3/3,1.0,335,85,34.9259,369.9259,2.3614681669860147,0.0
s,portion_of_3_7,0.5,13,early,2,3,2,1,1/2,0.5,136,0,0.0,136.0,2.7868427079811227,0.0
s,portion_of_3_7,0.5,13,middle,2,3,2,2,2/2,1.0,200,23,9.0643,209.0643,1.5408173339965288,0.0
s,portion_of_3_7,0.5,13,late,2,3,2,2,2/2,1.0,219,0,0.0,219.0,1.6630283749836965,0.0
s,portion_of_3_7,0.5,14,early,2,4,3,3,3/3,1.0,265,258,49.4337,314.4337,2.089484458992956,0.0
s,portion_of_3_7,0.5,14,middle,2,4,3,3,3/3,1.0,255,139,24.8073,279.8073,1.9185995000007097,0.0
s,portion_of_3_7,0.5,14,late,2,4,3,3,3/3,1.0,246,79,16.9353,262.9353,1.8740740829962304,0.0
s,portion_of_3_7,0.5,15,early,2,5,3,3,3/3,1.0,295,368,176.3709,471.3709,2.4895657080051024,18.1408
s,portion_of_3_7,0.5,15,middle,2,5,3,3,3/3,1.0,306,253,144.8299,450.8299,2.553080917015905,25.6014
s,portion_of_3_7,0.5,15,late,2,5,3,3,3/3,1.0,317,154,93.2138,410.2138,2.6160182500025257,0.0
s,portion_of_3_7,0.5,16,early,2,3,2,2,2/2,1.0,279,158,15.5395,294.5395,1.885311041987734,0.0
s,portion_of_3_7,0.5,16,middle,2,3,2,2,2/2,1.0,276,49,4.7285,280.7285,1.935907542007044,0.0
s,portion_of_3_7,0.5,16,late,2,3,2,2,2/2,1.0,293,53,5.459,298.459,1.959445707994746,0.0
